,state,Year,cost_per_pack,sales_per_capita,tax_dollar,tax_percent,tax_revenue,tax_state,index,price_cpi
576,Hawaii,1996,2.428,51.6,0.84,34.6,36741900.0,0.6,156.85,3.3745871852087985
577,Hawaii,1997,2.603,49.1,1.04,40.0,34958631.0,0.6,160.51666666666668,3.5351718409303294
578,Hawaii,1998,3.017,35.5,1.24,41.1,32418023.0,0.8,163.00833333333333,4.034799856858034
579,Hawaii,1999,3.733,32.5,1.24,33.2,38864791.0,1.0,166.57500000000002,4.885450998048927
580,Hawaii,2000,4.051,31.9,1.34,33.1,40049538.0,1.0,172.20000000000002,5.128443670150987
581,Hawaii,2001,4.153,42.8,1.34,32.3,51825093.0,1.0,177.0666666666667,5.113068524096384
582,Hawaii,2002,4.544,51.1,1.59,35.0,62609477.0,1.0,179.875,5.507113273106324
583,Hawaii,2003,4.723,51.2,1.69,35.8,70586392.0,1.3,183.95833333333334,5.596995696489241
584,Hawaii,2004,5.044,47.4,1.79,35.5,77541842.0,1.4,188.88333333333333,5.821540633548045
585,Hawaii,2005,4.981,47.0,1.79,35.9,83135360.0,1.4,195.29166666666666,5.560186046511627
586,Hawaii,2006,5.269,48.0,1.99,37.8,85702087.0,1.4,201.59166666666667,5.697864495060146
587,Hawaii,2007,5.74,43.7,2.19,38.2,88771665.0,1.6,207.34241666666665,6.03504106934222
588,Hawaii,2008,5.86,44.0,2.39,40.8,101560050.0,1.8,215.3025,5.933419258949617
589,Hawaii,2009,7.447,41.1,2.39,32.1,104433576.0,2.0,214.537,7.567207521313339
590,Hawaii,2010,8.454,36.2,4.01,47.4,119926740.0,2.6,218.05550000000002,8.45184826798682
591,Hawaii,2011,8.788,32.9,4.21,47.9,135647918.0,3.0,224.93916666666667,8.516898272495897
592,Hawaii,2012,8.571,29.8,4.21,49.1,130994720.0,3.2,229.59391666666667,8.138186007396392
593,Hawaii,2013,8.702,27.0,4.21,48.4,120095909.0,3.2,232.95708333333334,8.143285333314255
594,Hawaii,2014,8.839,25.4,4.21,47.6,114112464.0,3.2,236.73616666666666,8.139449189920988
595,Hawaii,2015,8.938,26.8,4.21,47.1,121629881.0,3.2,237.01700000000002,8.220861794723584
596,Hawaii,2016,9.038,25.4,4.21,46.6,116382902.0,3.2,240.00716666666665,8.209271528697409
597,Hawaii,2017,9.092,25.1,4.21,46.3,114926266.0,3.2,245.11958333333334,8.08607771376896
598,Hawaii,2018,9.317,24.2,4.21,45.2,110762991.0,3.2,251.10683333333336,8.08861301398276
599,Hawaii,2019,9.444,22.5,4.21,44.6,102478034.0,3.2,255.65741666666668,8.052932814713962
600,Idaho,1970,0.336,102.4,0.15,44.6,5142000.0,0.07,38.824999999999996,1.8866194462330974
601,Idaho,1971,0.337,108.5,0.15,44.5,5446000.0,0.07,40.49166666666667,1.8143486314056392
602,Idaho,1972,0.363,126.1,0.171,47.1,6459000.0,0.07,41.81666666666667,1.8924033479473892
603,Idaho,1973,0.38,121.8,0.171,45.0,8492314.0,0.091,44.4,1.8657657657657658
604,Idaho,1974,0.403,125.6,0.171,42.4,8804939.0,0.091,49.30833333333334,1.7817272266351192
605,Idaho,1975,0.425,123.3,0.171,40.2,8966803.0,0.091,53.81666666666666,1.7215856302260764
606,Idaho,1976,0.456,125.1,0.171,37.5,9332444.0,0.091,56.90833333333333,1.7468091960755603
607,Idaho,1977,0.515,125.0,0.171,33.2,9453009.0,0.091,60.60833333333333,1.8523855355424175
608,Idaho,1978,0.554,122.8,0.171,30.9,9577228.0,0.091,65.23333333333333,1.8513847726111397
609,Idaho,1979,0.564,117.5,0.171,30.3,9388416.0,0.091,72.575,1.6941370995521872
610,Idaho,1980,0.592,115.2,0.171,28.9,9483198.0,0.091,82.40833333333333,1.566055212862777
611,Idaho,1981,0.676,114.1,0.171,25.3,9801784.0,0.091,90.925,1.620764366235909
612,Idaho,1982,0.765,111.5,0.171,22.4,9730763.0,0.091,96.5,1.7281865284974094
613,Idaho,1983,0.885,111.3,0.251,28.4,9777154.0,0.091,99.60000000000001,1.937048192771084
614,Idaho,1984,0.976,103.6,0.251,25.7,9461798.0,0.091,103.88333333333333,2.0481437510027276
615,Idaho,1985,0.999,100.7,0.251,25.1,9319619.0,0.091,107.56666666666666,2.0246234893089556
616,Idaho,1986,1.071,96.7,0.251,23.4,8854269.0,0.091,109.60833333333333,2.130111761575306
617,Idaho,1987,1.219,95.0,0.34,27.9,10967700.0,0.18,113.625,2.338763476347635
618,Idaho,1988,1.336,84.5,0.34,25.4,15763703.0,0.18,118.25833333333333,2.462811641181031
619,Idaho,1989,1.413,78.4,0.34,24.0,14427399.0,0.18,123.96666666666665,2.484813121806938
620,Idaho,1990,1.444,90.1,0.34,23.5,16119559.0,0.18,130.65833333333333,2.409276101792206
621,Idaho,1991,1.672,85.4,0.38,22.7,14696223.0,0.18,136.19166666666666,2.676345836137796
622,Idaho,1992,1.712,85.1,0.38,22.2,15203794.0,0.18,140.31666666666666,2.659812329255256
623,Idaho,1993,1.505,86.7,0.42,27.9,15739152.0,0.18,144.45833333333334,2.271173925584078
624,Idaho,1994,1.635,93.0,0.52,31.8,17131500.0,0.18,148.225,2.4046550851745656
625,Idaho,1995,1.765,78.2,0.52,29.5,24428178.0,0.18,152.38333333333333,2.5250136716613802
626,Idaho,1996,1.844,73.6,0.52,28.2,24946162.0,0.28,156.85,2.5629072362129426
627,Idaho,1997,1.871,75.0,0.52,27.8,24978614.0,0.28,160.51666666666668,2.5410320838957534
628,Idaho,1998,2.107,78.9,0.52,24.7,26264174.0,0.28,163.00833333333333,2.8178068605899496
629,Idaho,1999,2.759,75.1,0.52,18.8,25459256.0,0.28,166.57500000000002,3.6107579168542694
630,Idaho,2000,2.911,66.9,0.62,21.3,25249502.0,0.28,172.20000000000002,3.6852380952380948
631,Idaho,2001,3.049,66.7,0.62,20.3,24152461.0,0.28,177.0666666666667,3.7538516566265057
632,Idaho,2002,3.181,63.3,0.67,21.1,23410260.0,0.28,179.875,3.8552216817234193
633,Idaho,2003,3.646,64.7,0.96,26.3,25061490.0,0.57,183.95833333333334,4.320695809739524
634,Idaho,2004,3.498,60.8,0.96,27.4,47319102.0,0.57,188.88333333333333,4.037222271243272
635,Idaho,2005,3.61,58.3,0.96,26.6,46326764.0,0.57,195.29166666666666,4.029767441860465
636,Idaho,2006,3.647,58.8,0.96,26.3,47917084.0,0.57,201.59166666666667,3.9438435781902355
637,Idaho,2007,3.802,58.6,0.96,25.2,48960151.0,0.57,207.34241666666665,3.9974261577768497
638,Idaho,2008,3.853,55.9,0.96,24.9,47784823.0,0.57,215.3025,3.9012737892035623
639,Idaho,2009,4.564,52.4,1.58,34.6,45510004.0,0.57,214.537,4.637670891268172
640,Idaho,2010,4.705,46.4,1.58,33.6,40925442.0,0.57,218.05550000000002,4.703802472306362
641,Idaho,2011,4.845,45.5,1.58,32.6,40626245.0,0.57,224.93916666666667,4.695536200528291
642,Idaho,2012,4.789,43.5,1.58,33.0,39326625.0,0.57,229.59391666666667,4.547167517141678
643,Idaho,2013,4.861,43.1,1.58,32.5,39205650.0,0.57,232.95708333333334,4.548897955095448
644,Idaho,2014,5.059,40.8,1.58,31.2,37515246.0,0.57,236.73616666666666,4.658612224438317
645,Idaho,2015,5.118,40.8,1.58,30.9,37998733.0,0.57,237.01700000000002,4.707358543901914
646,Idaho,2016,5.213,40.7,1.58,30.3,38434618.0,0.57,240.00716666666665,4.735000274297366
647,Idaho,2017,5.404,39.0,1.58,29.2,37394232.0,0.57,245.11958333333334,4.806111302816482
648,Idaho,2018,5.547,37.7,1.58,28.5,36938983.0,0.57,251.10683333333336,4.815663452673861
649,Idaho,2019,5.722,35.8,1.58,27.6,35817868.0,0.57,255.65741666666668,4.879170009084422
650,Illinois,1970,0.414,124.8,0.2,48.3,159536073.0,0.12,38.824999999999996,2.3245846748229235
651,Illinois,1971,0.419,125.6,0.2,47.7,167207000.0,0.12,40.49166666666667,2.255822185634904
652,Illinois,1972,0.41,126.6,0.2,48.8,170514000.0,0.12,41.81666666666667,2.1374252690314863
653,Illinois,1973,0.419,124.4,0.2,47.7,167279000.0,0.12,44.4,2.057252252252252
654,Illinois,1974,0.452,131.9,0.2,44.3,175365000.0,0.12,49.30833333333334,1.9983640358289674
655,Illinois,1975,0.484,131.8,0.2,41.3,174745000.0,0.12,53.81666666666666,1.9605822235986377
656,Illinois,1976,0.494,134.4,0.2,40.5,178897000.0,0.12,56.90833333333333,1.8923766290818569
657,Illinois,1977,0.546,134.0,0.2,36.6,180478000.0,0.12,60.60833333333333,1.9638883541867183
658,Illinois,1978,0.568,136.7,0.2,35.2,183660000.0,0.12,65.23333333333333,1.8981706693919262
659,Illinois,1979,0.6,135.3,0.2,33.3,182296000.0,0.12,72.575,1.8022735101619012
660,Illinois,1980,0.631,135.2,0.2,31.7,181085000.0,0.12,82.40833333333333,1.6692243907371829
661,Illinois,1981,0.696,133.0,0.2,28.7,181080000.0,0.12,90.925,1.6687159747044267
662,Illinois,1982,0.808,130.7,0.2,24.8,176286000.0,0.12,96.5,1.8253264248704664
663,Illinois,1983,0.896,127.9,0.28,31.3,175103000.0,0.12,99.60000000000001,1.9611244979919675
664,Illinois,1984,0.967,124.0,0.28,29.0,170458000.0,0.12,103.88333333333333,2.0292571795283174
665,Illinois,1985,1.084,121.6,0.28,25.8,167493000.0,0.12,107.56666666666666,2.1968887511620703
666,Illinois,1986,1.162,118.2,0.36,31.0,201810000.0,0.2,109.60833333333333,2.3111016498137307
667,Illinois,1987,1.241,109.5,0.36,29.0,252288000.0,0.2,113.625,2.3809724972497253
668,Illinois,1988,1.327,107.6,0.36,27.1,250858000.0,0.2,118.25833333333333,2.4462208441970263
669,Illinois,1989,1.473,104.6,0.46,31.2,244119000.0,0.2,123.96666666666665,2.59032535627857
670,Illinois,1990,1.54,94.1,0.46,29.9,323697000.0,0.2,130.65833333333333,2.5694495822437657
671,Illinois,1991,1.798,96.1,0.5,27.8,323399000.0,0.3,136.19166666666666,2.8780321850333475
672,Illinois,1992,1.875,94.8,0.5,26.7,323100000.0,0.3,140.31666666666666,2.9130538068654235
673,Illinois,1993,1.821,94.6,0.68,37.3,315010000.0,0.3,144.45833333333334,2.7480449956734927
674,Illinois,1994,1.852,85.7,0.68,36.7,412689145.0,0.3,148.225,2.7238050261426885
675,Illinois,1995,1.887,84.3,0.68,36.0,430355142.0,0.44,152.38333333333333,2.699547194575085
676,Illinois,1996,1.987,81.8,0.68,34.2,424160000.0,0.44,156.85,2.7616576346828183
677,Illinois,1997,2.023,79.6,0.68,33.6,414750695.0,0.44,160.51666666666668,2.7474654760668678
678,Illinois,1998,2.405,80.3,0.82,34.1,464445911.0,0.44,163.00833333333333,3.2163386329942227
679,Illinois,1999,3.127,72.2,0.82,26.2,493297147.0,0.58,166.57500000000002,4.0923668017409565
680,Illinois,2000,3.238,70.0,0.92,28.4,485040692.0,0.58,172.20000000000002,4.099210220673634
681,Illinois,2001,3.491,67.1,0.92,26.4,477579348.0,0.58,177.0666666666667,4.298030873493976
682,Illinois,2002,4.038,70.9,1.37,33.9,471550800.0,0.58,179.875,4.893865184155664
683,Illinois,2003,4.058,51.4,1.37,33.8,653697190.0,0.98,183.95833333333334,4.8089368063420155
684,Illinois,2004,4.353,60.0,1.37,31.5,744402120.0,0.98,188.88333333333333,5.024021882996559
685,Illinois,2005,4.607,52.2,1.37,29.7,650028120.0,0.98,195.29166666666666,5.142697674418605
686,Illinois,2006,4.821,51.5,1.37,28.4,643742700.0,0.98,201.59166666666667,5.2134000248026116
687,Illinois,2007,4.979,48.6,1.37,27.5,611784600.0,0.98,207.34241666666665,5.234924997256953
688,Illinois,2008,4.949,47.9,1.37,27.7,603787800.0,0.98,215.3025,5.01100544582622
689,Illinois,2009,5.631,45.2,1.99,35.3,571347840.0,0.98,214.537,5.721894125488843
690,Illinois,2010,5.884,44.1,1.99,33.8,558323640.0,0.98,218.05550000000002,5.882502390446469
691,Illinois,2011,5.871,45.3,1.99,33.9,570146571.0,0.98,224.93916666666667,5.689885042993105
692,Illinois,2012,6.854,46.5,2.99,43.6,588935400.0,0.98,229.59391666666667,6.507890198891014
693,Illinois,2013,7.051,31.7,2.99,42.4,808255800.0,1.98,232.95708333333334,6.598288311330592
694,Illinois,2014,7.248,33.6,2.99,41.3,858052008.0,1.98,236.73616666666666,6.674366752862012
695,Illinois,2015,7.396,33.4,2.99,40.4,852943608.0,1.98,237.01700000000002,6.802583780910229
696,Illinois,2016,7.488,31.5,2.99,39.9,802981080.0,1.98,240.00716666666665,6.801396902731378
697,Illinois,2017,7.549,30.7,2.99,39.6,778864680.0,1.98,245.11958333333334,6.713792417646489
698,Illinois,2018,7.604,28.3,2.99,39.3,717644664.0,1.98,251.10683333333336,6.60146113108564
699,Illinois,2019,8.972,29.3,3.99,44.5,739007280.0,1.98,255.65741666666668,7.650456714698608
700,Indiana,1970,0.322,134.6,0.14,43.5,41334000.0,0.06,38.824999999999996,1.8080103026400518
701,Indiana,1971,0.325,139.3,0.14,43.1,43543000.0,0.06,40.49166666666667,1.7497427454208685
702,Indiana,1972,0.329,149.2,0.14,42.6,47223000.0,0.06,41.81666666666667,1.7151534475886807
703,Indiana,1973,0.345,156.0,0.14,40.6,49554000.0,0.06,44.4,1.6939189189189188
704,Indiana,1974,0.367,159.6,0.14,38.2,50996000.0,0.06,49.30833333333334,1.6225654892682102
705,Indiana,1975,0.387,162.4,0.14,36.2,51934000.0,0.06,53.81666666666666,1.5676556209352743
706,Indiana,1976,0.406,166.6,0.14,34.5,53081000.0,0.06,56.90833333333333,1.5552731000146436
707,Indiana,1977,0.5,173.0,0.185,37.0,55024000.0,0.06,60.60833333333333,1.798432558779046
708,Indiana,1978,0.525,150.9,0.185,35.2,84459000.0,0.105,65.23333333333333,1.7544711292795094
709,Indiana,1979,0.537,148.9,0.185,34.5,84004000.0,0.105,72.575,1.6130347915949017
710,Indiana,1980,0.583,146.9,0.185,31.7,83311000.0,0.105,82.40833333333333,1.5422469410456063
711,Indiana,1981,0.651,148.5,0.185,28.4,85609000.0,0.105,90.925,1.5608248556502613
712,Indiana,1982,0.757,147.7,0.185,24.4,84807000.0,0.105,96.5,1.7101139896373057
713,Indiana,1983,0.852,143.0,0.265,31.1,82149000.0,0.105,99.60000000000001,1.8648192771084333
714,Indiana,1984,0.888,137.8,0.265,29.8,79979000.0,0.105,103.88333333333333,1.863475052141826
715,Indiana,1985,0.936,135.3,0.265,28.3,78908000.0,0.105,107.56666666666666,1.8969445305237063
716,Indiana,1986,1.001,137.6,0.265,26.5,79546000.0,0.105,109.60833333333333,1.9908887706226714
717,Indiana,1987,1.093,134.0,0.32,29.4,78617000.0,0.105,113.625,2.097020902090209
718,Indiana,1988,1.19,134.0,0.315,26.5,115681939.0,0.155,118.25833333333333,2.193672045662744
719,Indiana,1989,1.308,132.5,0.315,24.0,112344108.0,0.155,123.96666666666665,2.3001667114815816
720,Indiana,1990,1.358,128.3,0.315,23.2,111470978.0,0.155,130.65833333333333,2.2657873588876845
721,Indiana,1991,1.535,127.2,0.355,23.1,114707074.0,0.155,136.19166666666666,2.4570519488466007
722,Indiana,1992,1.575,128.2,0.355,22.5,110491216.0,0.155,140.31666666666666,2.4469651977669558
723,Indiana,1993,1.466,126.8,0.395,26.9,109194371.0,0.155,144.45833333333334,2.2123195846553214
724,Indiana,1994,1.463,128.2,0.395,27.0,111199531.0,0.155,148.225,2.1516883116883117
725,Indiana,1995,1.478,135.4,0.395,26.7,120669058.0,0.155,152.38333333333333,2.1144307120201247
726,Indiana,1996,1.563,135.1,0.395,25.3,120985631.0,0.155,156.85,2.1723557539050047
727,Indiana,1997,1.668,135.3,0.395,23.7,122485409.0,0.155,160.51666666666668,2.2653348561935416
728,Indiana,1998,1.9,135.9,0.395,20.8,123065738.0,0.155,163.00833333333333,2.5409743878124837
729,Indiana,1999,2.602,133.3,0.395,15.2,120640333.0,0.155,166.57500000000002,3.4052889088998946
730,Indiana,2000,2.704,125.5,0.495,18.3,117604267.0,0.155,172.20000000000002,3.4231823461091753
731,Indiana,2001,3.02,121.4,0.495,16.4,114381404.0,0.155,177.0666666666667,3.7181475903614456
732,Indiana,2002,3.574,121.4,0.945,26.4,114756720.0,0.155,179.875,4.3315191104933985
733,Indiana,2003,3.514,101.1,0.945,26.9,343657232.0,0.555,183.95833333333334,4.164269082672707
734,Indiana,2004,3.451,97.7,0.945,27.4,335915185.0,0.555,188.88333333333333,3.9829771463866583
735,Indiana,2005,3.509,96.1,0.945,26.9,331903577.0,0.555,195.29166666666666,3.9170232558139535
736,Indiana,2006,3.49,98.7,0.945,27.1,343491000.0,0.555,201.59166666666667,3.7740647348187344
737,Indiana,2007,4.138,102.3,1.385,33.5,358376047.0,0.555,207.34241666666665,4.350696854518834
738,Indiana,2008,4.093,81.7,1.385,33.8,515812582.0,0.995,215.3025,4.144280721310714
739,Indiana,2009,4.814,78.9,2.005,41.6,500769869.0,0.995,214.537,4.8917063257153774
740,Indiana,2010,5.147,71.7,2.005,39.0,462532256.0,0.995,218.05550000000002,5.145689973424197
741,Indiana,2011,5.199,69.6,2.005,38.6,448763368.0,0.995,224.93916666666667,5.038615625706209
742,Indiana,2012,5.231,66.0,2.005,38.3,428080840.0,0.995,229.59391666666667,4.966847626261875
743,Indiana,2013,5.257,66.9,2.005,38.1,434473203.0,0.995,232.95708333333334,4.919472649647556
744,Indiana,2014,5.39,63.6,2.005,37.2,417532271.0,0.995,236.73616666666666,4.963415673003069
745,Indiana,2015,5.41,62.7,2.005,37.1,411617471.0,0.995,237.01700000000002,4.975929996582523
746,Indiana,2016,5.581,62.4,2.005,35.9,431322426.0,0.995,240.00716666666665,5.06925695968801
747,Indiana,2017,5.666,61.2,2.005,35.4,401065746.0,0.995,245.11958333333334,5.039124100991523
748,Indiana,2018,5.716,58.3,2.005,35.1,381595301.0,0.995,251.10683333333336,4.96238188128426
749,Indiana,2019,5.887,56.5,2.005,34.1,371597683.0,0.995,255.65741666666668,5.01986610336945
750,Iowa,1970,0.385,108.5,0.18,46.8,30155675.0,0.1,38.824999999999996,2.1617514488087575
751,Iowa,1971,0.419,108.4,0.21,50.1,33339377.0,0.13,40.49166666666667,2.255822185634904
752,Iowa,1972,0.419,109.4,0.21,50.1,40547730.0,0.13,41.81666666666667,2.184344360302909
753,Iowa,1973,0.432,110.6,0.21,48.6,41441346.0,0.13,44.4,2.121081081081081
754,Iowa,1974,0.454,116.1,0.21,46.3,43975775.0,0.13,49.30833333333334,2.0072063545715735
755,Iowa,1975,0.478,120.5,0.21,43.9,44851832.0,0.13,53.81666666666666,1.9362774852895634
756,Iowa,1976,0.494,124.4,0.21,42.5,46500488.0,0.13,56.90833333333333,1.8923766290818569
757,Iowa,1977,0.546,125.5,0.21,38.5,46894948.0,0.13,60.60833333333333,1.9638883541867183
758,Iowa,1978,0.564,127.1,0.21,37.2,47623434.0,0.13,65.23333333333333,1.8848032703117015
759,Iowa,1979,0.588,124.2,0.21,35.7,46817786.0,0.13,72.575,1.7662280399586632
760,Iowa,1980,0.614,124.6,0.21,34.2,47075859.0,0.13,82.40833333333333,1.624253210638083
761,Iowa,1981,0.728,132.9,0.26,35.7,50394103.0,0.13,90.925,1.7454385482540555
762,Iowa,1982,0.84,116.2,0.26,31.0,61227054.0,0.18,96.5,1.8976165803108809
763,Iowa,1983,0.933,115.6,0.34,36.4,60490333.0,0.18,99.60000000000001,2.0421084337349398
764,Iowa,1984,0.995,111.2,0.34,34.2,59082906.0,0.18,103.88333333333333,2.08801540189315
765,Iowa,1985,1.048,109.4,0.42,40.1,58018435.0,0.18,107.56666666666666,2.1239293461419275
766,Iowa,1986,1.171,104.1,0.42,35.9,72024669.0,0.26,109.60833333333333,2.329001748650498
767,Iowa,1987,1.242,101.1,0.42,33.9,77092980.0,0.26,113.625,2.382891089108911
768,Iowa,1988,1.451,100.2,0.5,34.5,81689081.0,0.34,118.25833333333333,2.674805158198859
769,Iowa,1989,1.496,94.4,0.47,31.4,91397313.0,0.31,123.96666666666665,2.630771712826029
770,Iowa,1990,1.554,95.4,0.47,30.2,84199981.0,0.31,130.65833333333333,2.592808214809618
771,Iowa,1991,1.785,97.1,0.56,31.4,84762321.0,0.31,136.19166666666666,2.8572232760203145
772,Iowa,1992,1.897,95.2,0.56,29.5,94916925.0,0.36,140.31666666666666,2.947233638199311
773,Iowa,1993,1.714,92.5,0.6,35.0,92518148.0,0.36,144.45833333333334,2.5865728295356214
774,Iowa,1994,1.79,93.4,0.6,33.5,93474587.0,0.36,148.225,2.6326193287232247
775,Iowa,1995,1.838,93.0,0.6,32.6,95081332.0,0.36,152.38333333333333,2.6294476648802365
776,Iowa,1996,1.893,94.0,0.6,31.7,96051777.0,0.36,156.85,2.631010519604718
777,Iowa,1997,1.938,93.9,0.6,31.0,96381838.0,0.36,160.51666666666668,2.632025750181705
778,Iowa,1998,2.13,94.0,0.6,28.2,96484950.0,0.36,163.00833333333333,2.8485660242318898
779,Iowa,1999,2.863,91.7,0.6,21.0,94166860.0,0.36,166.57500000000002,3.746864775626594
780,Iowa,2000,2.994,88.9,0.7,23.4,92817112.0,0.36,172.20000000000002,3.7903135888501738
781,Iowa,2001,3.195,86.5,0.7,21.9,91235012.0,0.36,177.0666666666667,3.9336031626506016
782,Iowa,2002,3.314,85.4,0.75,22.6,89794591.0,0.36,179.875,4.016411396803336
783,Iowa,2003,3.332,85.4,0.75,22.5,89889534.0,0.36,183.95833333333334,3.9485898074745185
784,Iowa,2004,3.273,83.7,0.75,22.9,88715817.0,0.36,188.88333333333333,3.777538162887144
785,Iowa,2005,3.362,83.9,0.75,22.3,89210340.0,0.36,195.29166666666666,3.7529302325581395
786,Iowa,2006,3.36,85.3,0.75,22.3,91301474.0,0.36,201.59166666666667,3.633483526931503
787,Iowa,2007,4.541,76.3,1.75,38.5,124274752.0,1.36,207.34241666666665,4.774411410432582
788,Iowa,2008,4.507,57.6,1.75,38.8,234137140.0,1.36,215.3025,4.56346767919555
789,Iowa,2009,5.327,53.8,2.37,44.5,220212197.0,1.36,214.537,5.412987037201042
790,Iowa,2010,5.736,51.3,2.37,41.3,210730238.0,1.36,218.05550000000002,5.734540059755428
791,Iowa,2011,5.781,49.1,2.37,41.0,204155253.0,1.36,224.93916666666667,5.6026614603207525
792,Iowa,2012,5.753,48.6,2.37,41.2,202808381.0,1.36,229.59391666666667,5.4624879361278085
793,Iowa,2013,5.748,48.5,2.37,41.2,202980954.0,1.36,232.95708333333334,5.378947839104843
794,Iowa,2014,5.791,47.1,2.37,40.9,198425088.0,1.36,236.73616666666666,5.332679065373057
795,Iowa,2015,5.812,46.5,2.37,40.8,196434534.0,1.36,237.01700000000002,5.345675626642814
796,Iowa,2016,5.997,47.7,2.37,39.5,202215543.0,1.36,240.00716666666665,5.447112343173086
797,Iowa,2017,6.184,45.0,2.37,38.3,192098768.0,1.36,245.11958333333334,5.49981352639103
798,Iowa,2018,6.283,43.0,2.37,37.7,184380885.0,1.36,251.10683333333336,5.45462655005406
799,Iowa,2019,6.389,41.6,2.37,37.1,178920957.0,1.36,255.65741666666668,5.447923311436626
800,Kansas,1970,0.389,114.0,0.19,48.8,21175000.0,0.08,38.824999999999996,2.1842112041210564
801,Kansas,1971,0.388,102.8,0.19,49.0,25020000.0,0.11,40.49166666666667,2.088923646840914
802,Kansas,1972,0.393,111.0,0.19,48.3,27567000.0,0.11,41.81666666666667,2.048800318852132
803,Kansas,1973,0.402,115.2,0.19,47.3,28610492.0,0.11,44.4,1.973783783783784
804,Kansas,1974,0.427,118.6,0.19,44.5,29740692.0,0.11,49.30833333333334,1.8878350515463918
805,Kansas,1975,0.466,123.4,0.19,40.8,30820823.0,0.11,53.81666666666666,1.8876680086714157
806,Kansas,1976,0.481,127.7,0.19,39.5,32063308.0,0.11,56.90833333333333,1.8425772441060184
807,Kansas,1977,0.526,127.9,0.19,36.1,32492220.0,0.11,60.60833333333333,1.8919510518355565
808,Kansas,1978,0.548,127.1,0.19,34.7,32518489.0,0.11,65.23333333333333,1.8313336739908024
809,Kansas,1979,0.583,126.4,0.19,32.6,32655500.0,0.11,72.575,1.7512090940406473
810,Kansas,1980,0.598,127.1,0.19,31.8,33130559.0,0.11,82.40833333333333,1.581927394074224
811,Kansas,1981,0.651,132.0,0.19,29.2,34323231.0,0.11,90.925,1.5608248556502613
812,Kansas,1982,0.77,130.9,0.19,24.7,34299712.0,0.11,96.5,1.7394818652849742
813,Kansas,1983,0.91,127.6,0.32,35.2,33792242.0,0.11,99.60000000000001,1.9917670682730921
814,Kansas,1984,0.975,121.7,0.32,32.8,45063879.0,0.16,103.88333333333333,2.0460452430611267
815,Kansas,1985,1.03,115.7,0.4,38.8,45327675.0,0.16,107.56666666666666,2.087449643631856
816,Kansas,1986,1.145,109.4,0.4,34.9,58286236.0,0.24,109.60833333333333,2.277290352010948
817,Kansas,1987,1.239,105.2,0.4,32.3,62374658.0,0.24,113.625,2.3771353135313533
818,Kansas,1988,1.365,103.2,0.4,29.3,61770458.0,0.24,118.25833333333333,2.5162708759072654
819,Kansas,1989,1.458,96.5,0.4,27.4,57951000.0,0.24,123.96666666666665,2.5639472976606617
820,Kansas,1990,1.457,94.3,0.4,27.5,55437320.0,0.24,130.65833333333333,2.430966260603355
821,Kansas,1991,1.742,91.8,0.44,25.3,55637270.0,0.24,136.19166666666666,2.7883938077464356
822,Kansas,1992,1.742,90.0,0.44,25.3,53617108.0,0.24,140.31666666666666,2.7064211901651025
823,Kansas,1993,1.596,89.9,0.48,30.1,53792399.0,0.24,144.45833333333334,2.408500721084511
824,Kansas,1994,1.657,89.1,0.48,29.0,54036609.0,0.24,148.225,2.437011300387924
825,Kansas,1995,1.677,90.1,0.48,28.6,54600292.0,0.24,152.38333333333333,2.39912063874002
826,Kansas,1996,1.713,88.7,0.48,28.0,54477448.0,0.24,156.85,2.3808351928594202
827,Kansas,1997,1.843,89.2,0.48,26.0,55167155.0,0.24,160.51666666666668,2.5030048800747586
828,Kansas,1998,2.07,87.6,0.48,23.2,53990126.0,0.24,163.00833333333333,2.768324727774653
829,Kansas,1999,2.712,83.3,0.48,17.7,52382238.0,0.24,166.57500000000002,3.549248086447546
830,Kansas,2000,2.941,79.8,0.58,19.7,50886541.0,0.24,172.20000000000002,3.7232171893147497
831,Kansas,2001,3.0,78.1,0.58,19.3,50144482.0,0.24,177.0666666666667,3.693524096385542
832,Kansas,2002,3.726,77.5,1.09,29.3,49196827.0,0.24,179.875,4.515735927727588
833,Kansas,2003,3.87,60.7,1.18,30.5,119411772.0,0.79,183.95833333333334,4.586147225368063
834,Kansas,2004,3.748,56.3,1.18,31.5,121226400.0,0.79,188.88333333333333,4.325760169416748
835,Kansas,2005,3.73,54.9,1.18,31.6,118661808.0,0.79,195.29166666666666,4.163720930232558
836,Kansas,2006,3.988,55.4,1.18,29.6,120015024.0,0.79,201.59166666666667,4.312598900417511
837,Kansas,2007,4.11,53.1,1.18,28.7,116016672.0,0.79,207.34241666666665,4.321257629790335
838,Kansas,2008,4.082,51.7,1.18,28.9,113466516.0,0.79,215.3025,4.133142903589135
839,Kansas,2009,4.747,49.1,1.8,37.9,108641160.0,0.79,214.537,4.823624829283526
840,Kansas,2010,4.997,45.2,1.8,36.0,100798776.0,0.79,218.05550000000002,4.995728151777873
841,Kansas,2011,5.112,41.2,1.8,35.2,95864364.0,0.79,224.93916666666667,4.954299495789602
842,Kansas,2012,5.154,43.0,1.8,34.9,97502160.0,0.79,229.59391666666667,4.893735933044103
843,Kansas,2013,5.14,41.0,1.8,35.0,93306900.0,0.79,232.95708333333334,4.809984671711706
844,Kansas,2014,5.247,39.5,1.8,34.3,90240336.0,0.79,236.73616666666666,4.831733216372375
